instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|IN2220230162,20173,77MH34A,SDL MH 7.7% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320220063,13892,77MN35,SDL MN 7.7% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2520220087,13256,77MZ35,SDL MZ 7.7% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820220183,13992,77PN40,SDL PN 7.7% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820220100,11416,77PN42,SDL PN 7.7% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220018,9532,77RJ32,SDL RJ 7.7% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920230272,19732,77RJ43,SDL RJ 7.7% 2043,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3020230048,22498,77SK34,SDL SK 7.7% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120220154,10844,77TN42,SDL TN 7.7% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520230363,20480,77TS38,SDL TS 7.7% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320230110,19616,77UP33,SDL UP 7.7% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320230086,19484,77UP34,SDL UP 7.7% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320230185,20221,77UP35,SDL UP 7.7% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020190584,21050,780AP33,SDL AP 7.80% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE465A08038,23240,780BFL27,BFL 7.80% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1620190208,20219,780HR30,SDL HR 7.80% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920200012,20964,780KA30,SDL KA 7.80% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420220015,9779,781GA32,SDL GA 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520220113,11506,781GJ32,SDL GJ 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220088,9780,781HR32,SDL HR 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220138,10331,781HR32A,SDL HR 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220153,10461,781HR32B,SDL HR 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220252,11690,781HR32C,SDL HR 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220082,11706,781KL44,SDL KL 7.81% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2520230078,20400,781MZ37,SDL MZ 7.81% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220091,10462,781RJ32,SDL RJ 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220075,10219,781RJ47,SDL RJ 7.81% 2047,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE092A08071,24883,781TCHE27,TCHE 7.81% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220055,10190,781TN52,SDL TN 7.81% 2052,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320220038,11408,781UP32,SDL UP 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320220046,11603,781UP34,SDL UP 7.81% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320220194,14830,781UP34A,SDL UP 7.81% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE831R07508,27033,78241ABH29,ABHFL 7.8241% 2029 SR H1,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1020220530,11412,782AP35,SDL AP 7.82% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220381,10555,782AP42,SDL AP 7.82% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220220041,10246,782AS32,SDL AS 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220220132,11764,782AS32A,SDL AS 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520220030,10196,782GJ32,SDL GJ 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720220020,10247,782HP32,SDL HP 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320220022,9781,782MN32,SDL MN 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2620220029,10463,782NL32,SDL NL 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2620220045,11881,782NL32A,SDL NL 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820220068,10558,782PN42,SDL PN 7.82% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220216,11765,782RJ32,SDL RJ 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220133,10525,782RJ44,SDL RJ 7.82% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3020220015,10470,782SK32,SDL SK 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3020220049,11878,782SK32A,SDL SK 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120220188,11693,782TN32,SDL TN 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220045,10252,782WB32,SDL WB 7.82% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE115A07QO2,22971,7835LIC27,LH 7.8350% 2027 TR 438,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1220220058,10357,783AS32,SDL AS 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320220115,11882,783BR32,SDL BR 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420220064,11683,783GA32,SDL GA 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220237,11507,783HR32,SDL HR 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220181,14840,783KL39,SDL KL 7.83% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200017,21940,783MH30,SDL MH 7.83% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320220030,10368,783MN32,SDL MN 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE557F08FU2,22797,783NHB27,NHB 7.83% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820220126,11769,783PN42,SDL PN 7.83% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220042,9915,783RJ32,SDL RJ 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220364,14854,783RJ50,SDL RJ 7.83% 2050,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120220196,11704,783TN42,SDL TN 7.83% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220208,11413,783TS35,SDL TS 7.83% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220216,11415,783TS36,SDL TS 7.83% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220029,9782,783WB32,SDL WB 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220220124,11679,784AS32,SDL AS 7.84% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720220137,11874,784HP37,SDL HP 7.84% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220190,11691,784RJ32,SDL RJ 7.84% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220356,14845,784RJ41,SDL RJ 7.84% 2041,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120220048,9953,784TN52,SDL TN 7.84% 2052,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220190,11409,784TS34,SDL TS 7.84% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220109,10545,784TS36,SDL TS 7.84% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220232,11767,784TS39,SDL TS 7.84% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220240,11768,784TS40,SDL TS 7.84% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220225,9928,785AP37,SDL AP 7.85% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220555,11514,785AP40,SDL AP 7.85% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220220033,10197,785AS32,SDL AS 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220220116,11505,785AS32A,SDL AS 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320220081,11513,785BR32,SDL BR 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320220107,11682,785BR32A,SDL BR 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720220129,11870,785HP36,SDL HP 7.85% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE413U07343,25058,785IIFL27,IIFL SAMASTA 7.85% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020220017,9788,785KL34,SDL KL 7.85% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220025,10532,785KL35,SDL KL 7.85% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120220016,10198,785MP32,SDL MP 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820220050,10394,785PN32,SDL PN 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820220118,11515,785PN42,SDL PN 7.85% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220059,9943,785RJ37,SDL RJ 7.85% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220067,9952,785RJ39,SDL RJ 7.85% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3020220031,11509,785SK32,SDL SK 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE607M08105,25372,785TRPEL34,TPREL 7.85% 2034,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3620200011,22201,785UK30,SDL UK 7.85% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3620220019,11510,785UK32,SDL UK 7.85% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220318,14849,785WB42,SDL WB 7.85% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE115A07QT1,24472,7865LICH26,LIC 7.8650% 2026 SR 443,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1020220571,11759,786AP33,SDL AP 7.86% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220220017,9916,786AS32,SDL AS 7.86% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220112,10202,786HR32,SDL HR 7.86% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3720220018,11885,786JH34,SDL JH 7.86% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220220080,9821,786MH30,SDL MH 7.86% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2520220020,9922,786MZ32,SDL MZ 7.86% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE033L07IJ1,25439,786TCHFL29,TCHFL 7.86% 2029,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE246R07756,25933,7875NIIF30,NIIF 7.875% 30 SR PP 03,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720220103,11886,787HP34,SDL HP 7.87% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720220111,11869,787HP35,SDL HP 7.87% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE115A07QQ7,23751,787LIC29,LHFL 7.87% 2029 TR 440,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2520220079,11873,787MZ36,SDL MZ 7.87% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220208,11701,787RJ40,SDL RJ 7.87% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE507T07146,24741,787SDIL30,SDIL 7.87% 2030,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220071,10338,787TN33,SDL TN 7.87% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420200017,21047,788GA30,SDL GA 7.88% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020150028,7122,788GS2030,GOI LOAN 7.88% 2030,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120220032,11695,788MP33,SDL MP 7.88% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2620220011,9923,788NL32,SDL NL 7.88% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920190484,22065,788RJ32,SDL RJ 7.88% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720220053,10551,789HP37,SDL HP 7.89% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220220098,9822,789MH32,SDL MH 7.89% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE507T07138,23656,789SDIL29,SUMMIT DIG 7.89% 2029,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220083,10334,789TS34,SDL TS 7.89% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220224,11696,789TS36,SDL TS 7.89% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220094,10553,789WB37,SDL WB 7.89% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220300,14844,789WB40,SDL WB 7.89% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE860H07IP2,19349,78ABFL33,SEC RE NCD 7.80% SR V,1002,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1020220142,9773,78AP31,SDL AP 7.8% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220217,9914,78AP31A,SDL AP 7.8% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520220022,9777,78GJ32,SDL GJ 7.8% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520220055,10367,78GJ32A,SDL GJ 7.8% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4920220139,14834,78JK35,SDL JK 7.8% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020220090,11770,78KL45,SDL KL 7.8% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2420220013,9774,78ML31,SDL ML 7.8% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE261F08EF5,21239,78NABARD27,NABARD 7.80% 2027 SR 24E,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220014,9776,78TN32,SDL TN 7.8% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120220097,10460,78TN32A,SDL TN 7.8% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120220204,11877,78TN42,SDL TN 7.8% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE498L07079,25303,790LTFH34,LTFH 7.90% 2034 SR B,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2920200028,22061,790RJ26,SDL RJ 7.90% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE667F07IU5,25016,79123SHF26,SHFL 7.9123% 2026 SR 342,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE860H07JB0,25788,791ABFL34,ABFL 7.91% 2034 SR G1,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020200019,21904,791KL30,SDL KL 7.91% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220059,10269,791TS43,SDL TS 7.91% 2043,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320220053,11697,791UP37,SDL UP 7.91% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220324,10337,792AP41,SDL AP 7.92% 2041,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220282,10218,792AP42,SDL AP 7.92% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220308,10257,792AP42A,SDL AP 7.92% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE115A07QS3,24073,792LIC27,LHFL 7.9265% 2027 TR 442,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE033L07GN7,16789,792TCH25,SEC RED NCD 7.92% SR.II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE033L07II3,24383,792TCHF34,TCHFL 7.92% 2034 SR B,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE033L07IG7,23246,792TCHFL34,TCHFL 7.92% 2034 SR E,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220075,10272,792TS45,SDL TS 7.92% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220233,10203,793AP33,SDL AP 7.93% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920200020,20965,793KA31,SDL KA 7.93% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220158,10645,793RJ45,SDL RJ 7.93% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE812V08037,21463,793THDC34,THDC 7.93% 2034 SR IX,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220121,10644,793TN42,SDL TN 7.93% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE607M08097,24257,793TPRE29,TP 7.93% 2029 SR I,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE607M08089,24255,793TPRE34,TP 7.93% 2034 SR II,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220026,10204,793TS34,SDL TS 7.93% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220034,10207,793TS35,SDL TS 7.93% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320190272,22084,793UP30,SDL UP 7.93% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220151,11698,793WB37,SDL WB 7.93% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220241,10206,794AP34,SDL AP 7.94% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220120,10205,794HR34,SDL HR 7.94% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820220043,10333,794PN42,SDL PN 7.94% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120220030,9869,794TN32,SDL TN 7.94% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220042,10212,794TS36,SDL TS 7.94% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220258,10214,795AP38,SDL AP 7.95% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220266,10215,795AP39,SDL AP 7.95% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220274,10216,795AP40,SDL AP 7.95% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220290,10255,795AP40A,SDL AP 7.95% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020020106,6835,795GS2032,GOI LOAN 7.95% 2032,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1620220104,9870,795HR32,SDL HR 7.95% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220187,10640,795HR37,SDL HR 7.95% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE219X07256,3457,795IGT31,SEC RE NCD 7.95% SR.V,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1820190172,21046,795JK30,SDL JK 7.95% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE246R07723,23140,795NIIF36,NIFL 7.95% 2036 SR 7,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE667F07IR1,23563,795SHFL34,SHFL 7.95% 2034 SR 339,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220091,10382,795TS35,SDL TS 7.95% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520220117,10642,795TS37,SDL TS 7.95% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220169,11700,795WB39,SDL WB 7.95% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220415,10643,796AP40,SDL AP 7.96% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420220037,10213,796WB37,SDL WB 7.96% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE860H07IO5,20582,797ABF28,ABFL 7.97% 2028 SR D1,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1020220407,10639,797AP36,SDL AP 7.97% 2036,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220316,10336,797AP39,SDL AP 7.97% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220161,10479,797HR42,SDL HR 7.97% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE219X07280,3476,797IGT31,SEC RE NCD 7.97% SR.VI,1014.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2820220233,14836,797PN38,SDL PN 7.97% 2038,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220117,10480,797RJ42,SDL RJ 7.97% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE660A07RR8,22921,797SFL30,SFL 7.97% 2030 SR X7,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3420220086,10454,797WB42,SDL WB 7.97% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020200011,20961,798AP31,SDL AP 7.98% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920220083,10381,798RJ42,SDL RJ 7.98% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE667F07IT7,24720,798SHFL26,SHFL 7.98% 2026 SR 341,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE498L07053,25151,799LTFH27,LF 7.9918% 2027 SR D,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE246R07749,25390,799NIIF29,NIIF 7.99% 2029 SR PP 2,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE027A08028,24775,799RCFL27,RCFL 7.99% 2027 SR 1,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE976I07CS1,22684,799TCL29,TATA CAP 7.99% 2029 SR B,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE306N07NN9,22643,799TCL34,TATA CAP 7.99% 2034 SR A,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120220022,9834,799TN42,SDL TN 7.99% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520190179,22205,799TS30,SDL TS 7.99% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520190187,22204,799TS35,SDL TS 7.99% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420190248,22175,799WB35,SDL WB 7.99% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE860H07IM9,20580,79ABF28,ABFL 7.90% 2028 SR C1,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1020220159,9785,79AP33,SDL AP 7.9% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020220167,9797,79AP34,SDL AP 7.9% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620220146,10332,79HR34,SDL HR 7.9% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE219X07223,3433,79IGT28,SEC RE NCD 7.90% SR.III,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0H7R07017,11658,79NHIT35,SEC RE NCD 7.90% STRPP A,305,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0H7R07025,11665,79NHIT40,SEC RE NCD 7.90% STRPP B,306.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0H7R07033,11669,79NHIT47,SEC RE NCD 7.90% STRPP C,406,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2920220034,9800,79RJ42,SDL RJ 7.9% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE667F07IV3,25593,79SHFL27,SHFL 7.9% 2027 SR 343,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN4520220067,10271,79TS44,SDL TS 7.9% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE860H07IK3,20578,801ABF28,ABFL 8.01% 2028 SR. B1,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE033L07GO5,16791,801TCH25,SEC RED NCD 8.01% SR.II,1002,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE033L07GR8,16838,801TCH28,SEC RED NCD 8.01% SR.IV,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE976I07CX1,24558,801TCL34,TCL 8.01% 2034,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3420220060,10393,801WB41,SDL WB 8.01% 2041,0,,,0.01,100,EQUITY,,NSE_EQ
